,모집직종,고용형태,임금형태,임금,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,Classification
163,사무 보조원(일반사업체),0,3,15400000,0,0,0,0,대구광역시 동구 안심로 280 (동호동) 표충빌딩 5층,4,경영/사무
164,자동차 부분품 조립·검사원,1,0,9620,0,0,0,0,부산광역시 기장군 장안읍 명례산단6로 140 (주)대헌정밀,1,생산/제조
165,기타 보건·의료 서비스 종사원,2,0,9610,0,0,0,0,부산광역시 서구 구덕로 179 (아미동1가),3,서비스
166,기타 보건·의료 서비스 종사원,2,0,9610,0,0,0,0,부산광역시 서구 대신공원로 26 (동대신동3가),1,서비스
167,주방 보조원(일반 음식점),1,2,1080000,0,0,0,0,서울특별시 강남구 개포로17길 13-5 (개포동) 101호,1,서비스
168,환경 미화원,0,0,9620,0,0,0,0,"서울특별시 강서구 강서로 462 대룡드림타워-1, 208호",1,서비스
169,직업 운동선수,0,0,9620,0,0,0,0,"서울특별시 서초구 남부순환로 2159 (방배동), (주) 사조대림",4,전문/특수직
170,마케팅·광고·홍보·상품기획 사무원,0,2,2100000,0,0,0,0,서울특별시 송파구 송파대로 570 타워730(신천동),4,경영/사무
171,디자인·캐드 강사,0,2,2060000,0,0,0,0,서울특별시 송파구 송파대로 570 타워730(신천동),4,디자인
172,컴퓨터 설치·수리원(컴퓨터A/S원),1,2,1020000,0,0,0,0,서울특별시 영등포구 영등포로5길 19 동아프라임밸리 901~903호 (양평동2가),1,서비스
173,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,2,1010000,0,0,0,0,서울특별시 영등포구 영등포로5길 19 동아프라임밸리 901~903호 (양평동2가),1,서비스
174,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,11240,0,0,0,0,서울특별시 용산구 이촌동 301-75번지,3,서비스
175,세탁원(다림질원),1,0,9160,0,0,0,0,인천광역시 서구 건지로97번길 33-37  (석남동),1,서비스
176,택시 운전원,2,0,9620,0,0,0,0,전라남도 목포시 남교동 89-5,1,서비스
177,세탁원(다림질원),2,0,9620,0,0,0,0,전라남도 순천시 서면 산단2길 49 주식회사 모던크린,1,서비스
178,세차원 및 운송장비 청소원,2,0,9620,0,0,0,0,전라남도 영광군 영광읍 현암길 37-4 가치올협동조합,2,서비스
179,세탁원(다림질원),1,0,9620,0,0,0,0,"전라남도 장성군 황룡면 신기길 93 (주)백양실업, 2층사무실",1,서비스
180,주차 관리·안내원,1,0,9160,0,0,0,0,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,4,서비스
181,환경 미화원,0,2,1000000,0,0,0,0,경기도 성남시 수정구 창업로 54 판교제2테크노밸리 기업성장센터 724호 (시흥동),1,서비스
182,환경 미화원,2,0,9620,0,1,0,0,경기도 하남시 조정대로 150 아이테코 오렌지존 10층 1022호 (덕풍동),4,서비스
183,기타 식품가공 종사원,1,0,9160,0,0,0,0,경상남도 김해시 한림면 김해대로1031번길 45 45,0,생산/제조
184,직업 운동선수,0,2,1200000,0,0,0,0,경상남도 창원시 마산회원구 팔용로 158 (합성동),4,전문/특수직
185,주입·포장·상표부착기 등 기타 기계 조작원,1,0,9160,0,0,0,0,경상북도 안동시 경동로 599 1층 (옥야동),0,생산/제조
186,플라스틱 사출성형기 조작원,1,0,9160,0,0,0,0,경상북도 안동시 풍천면 밀골길 17-1 HM테크,0,생산/제조
187,섬유·의복 분야 단순 종사원,1,0,9620,0,0,0,0,경상북도 칠곡군 석적읍 3공단2로 93 (주)새날테크텍스,1,생산/제조
188,사무 보조원(공공기관),0,0,9620,0,0,0,0,광주광역시 광산구 광산로29번길 15 (송정동),3,경영/사무
189,안마사,0,0,9620,0,0,0,0,광주광역시 남구 구성로 98  (서동),1,서비스
190,시설 요양보호사(노인요양사),0,0,9620,0,0,0,0,광주광역시 남구 금당로 141 (주월동),2,서비스
191,시설 요양보호사(노인요양사),0,0,9620,0,0,전기공학,0,광주광역시 동구 백서로198번길 7 광주광역시동구장애인복지관 (서석동),1,서비스
192,사무 보조원(공공기관),0,0,9620,0,0,0,0,광주광역시 동구 서남로 1 (서석동),3,경영/사무
193,시설 요양보호사(노인요양사),0,0,9620,0,0,0,0,광주광역시 북구 북문대로20번길 38 엠마우스복지관,1,서비스
194,사무 보조원(공공기관),0,0,9620,0,0,0,0,광주광역시 서구 경열로 33 광주 서구청(농성동),3,경영/사무
195,기타 전자 부품·제품 조립·검사원,1,0,9620,0,0,전산학·컴퓨터공학,0,광주광역시 서구 마륵로 13 (마륵동),1,생산/제조
196,사업체 구내식당 급식 조리사,2,0,9620,0,0,0,0,대구광역시 남구 봉덕로 97 (봉덕동) 502호,1,서비스
197,데스크 안내원,0,0,9620,0,0,0,0,대구광역시 남구 성당로 168 문성병원 (대명동),1,서비스
198,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9620,0,0,0,0,대구광역시 북구 칠곡중앙대로 545-4 (읍내동),1,생산/제조
199,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,"대구광역시 북구 침산남로9길 164 (침산동,경상여자고등학교)",3,서비스
200,사무 보조원(일반사업체),0,0,9620,3,3,금융·회계·세무학,0,대전광역시 서구 문정로48번길 48  (탄방동),4,경영/사무
201,의료 보조원,0,0,9160,0,1,0,0,부산광역시 사상구 가야대로 326 좋은삼선병원 (주례동),1,의료
202,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,2,2090000,0,1,0,0,부산광역시 사상구 감전천로 243 (주)한국기업 (감전동),1,생산/제조
203,기타 텔레마케터,0,3,24000000,0,1,0,0,서울특별시 강남구 남부순환로355길 12 (도곡동),1,경영/사무
204,JAVA 프로그래밍 언어 전문가,0,2,2500000,0,0,전산학·컴퓨터공학,0,서울특별시 강남구 삼성동 166번지,1,IT/인터넷
205,IT 기술지원 전문가,1,3,25200000,0,1,전산학·컴퓨터공학,0,서울특별시 강남구 언주로 620 (논현동) 현대인텔렉스빌딩 6층,1,IT/인터넷
206,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,1100000,0,0,0,0,서울특별시 강서구 금낭화로 222 (방화동) 서울삼정초등학교,3,서비스
207,음료 조리사(바리스타 포함),0,2,2020000,0,1,0,0,"서울특별시 강서구 하늘길 70 1층 L103-2호 (과해동, 항공지원센터) (과해동)",1,서비스
208,네일 아티스트(손톱 관리사),0,2,1550000,0,1,0,0,"서울특별시 강서구 하늘길 70 1층 L103-2호 (과해동, 항공지원센터) (과해동)",1,서비스
209,환경 미화원,0,0,9620,0,0,0,0,서울특별시 관악구 낙성대로4가길 5 낙성대동 주민센터 4층 (봉천동),1,서비스
210,환경·청소 관리자,0,2,2500000,0,0,0,0,서울특별시 양천구 남부순환로70길 19 2층 (신월동),1,서비스
211,방역원(해충퇴치원 포함),0,2,2120000,0,0,0,0,서울특별시 양천구 남부순환로70길 19 2층 (신월동),1,서비스
212,사무 보조원(공공기관),0,2,2400000,0,3,0,0,서울특별시 종로구 창경궁로 136 (원남동) 보령빌딩 5층,1,경영/사무
213,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,서울특별시 중구 을지로5길 26 센터원빌딩 동관 27층 인사팀,1,서비스
214,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 곡성군 곡성읍 군청로 50 (읍내리),3,경영/사무
215,사무 보조원(공공기관),0,0,9620,0,0,0,0,"전라남도 담양군 담양읍 추성로 1371 (객사리), 담양군청",3,경영/사무
216,세탁원(다림질원),1,0,9620,0,0,0,0,제주특별자치도 서귀포시 토평공단로127번길 23 (토평동),1,서비스
217,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9620,0,0,0,0,충청남도 보령시 주교면 배다리길 116-13 강호 사업장,1,생산/제조
218,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,0,9620,0,0,0,0,"충청남도 천안시 서북구 두정역길 48 굿모닝관리 (두정동, 두정역푸르지오아파트)",1,서비스
219,직업 운동선수,1,0,9160,0,0,0,0,충청북도 청주시 흥덕구 산단로 73   (송정동),4,전문/특수직
220,시설 요양보호사(노인요양사),1,2,2060000,0,0,0,0,강원도 춘천시 동면 소양강로 142 (동면),0,서비스
221,주방 보조원(일반 음식점),0,0,9620,0,0,0,0,경기도 성남시 분당구 구미로 8 (구미동),4,서비스
222,세탁 기계 조작원,1,0,9160,0,0,0,0,경상남도 창원시 의창구 동읍 자여로 50-24 정우세탁산업,0,생산/제조
223,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),0,0,9620,0,0,0,0,경상북도 경주시 양정로287번길 12 (용강동),3,생산/제조
224,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 포항시 남구 이동 155번지,3,경영/사무
225,물류 사무원(물류 관리사),1,0,9620,0,0,0,0,광주광역시 광산구 평동산단7번로 72-28 (연산동),0,서비스
226,사무 보조원(공공기관),0,2,2010580,0,0,0,0,광주광역시 남구 봉선로 1 (주월동),3,경영/사무
227,사무 보조원(공공기관),0,0,9620,0,0,0,0,광주광역시 북구 용봉로138번길 11 358-3 (중흥동),3,경영/사무
228,주차 관리·안내원,1,0,9620,0,0,0,0,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,1,서비스
229,의료 보조원,0,2,1157287,0,0,0,0,서울특별시 노원구 동일로 1342 인제대부속상계백병원 (상계동),1,의료
230,관광 및 통근·통학·학원 및 기타 버스 운전원,0,2,1243000,0,0,0,0,서울특별시 송파구 송파대로 570 타워730(신천동),4,서비스
231,음료 조리사(바리스타 포함),1,2,1011000,0,0,0,0,서울특별시 영등포구 선유동2로 57 이레빌딩 14층,1,서비스
232,음료 조리사(바리스타 포함),0,2,1200000,0,0,0,0,"서울특별시 영등포구 여의대로 108 43층(여의도동, 파크원타워2)",1,서비스
233,사무 보조원(공공기관),0,2,1990000,0,0,0,0,세종특별자치시 집현중앙로 79 (집현동),3,경영/사무
234,사무 보조원(공공기관),0,2,1120000,0,0,0,0,세종특별자치시 한누리대로 219 (나성동) 하림프라자 7층,3,경영/사무
235,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9160,0,0,0,0,"울산광역시 남구 돋질로355번길 23 (삼산동) 울산남부아동보호전문기관 (삼산동,울산남부아동보호전문기관)",1,서비스
236,사무 보조원(공공기관),0,0,9620,0,0,0,0,"전라남도 구례군 구례읍 봉성로 1 (봉남리), 구례군청",1,경영/사무
237,사무 보조원(공공기관),0,0,9620,0,0,0,0,"전라남도 장성군 장성읍 영천로 200 (영천리), 장성군청 총무과",3,경영/사무
238,식품 분야 단순 종사원,1,0,9160,0,0,0,0,경기도 화성시 봉담읍 마당바위로 289 1층,1,생산/제조
239,기타 전자 부품·제품 조립·검사원,1,0,9620,0,0,0,0,광주광역시 광산구 진곡산단6번로 25-30 (고룡동),1,생산/제조
240,병원행정 사무원(원무),0,0,9160,0,0,0,0,"대구광역시 남구 두류공원로17길 33 (대명동,대구카톨릭의과대학병원)",3,의료
241,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,0,9160,0,0,0,0,대전광역시 중구 계룡로 825 동화빌딩 9층 (용두동),1,서비스
242,"기타 건물 관리원(공원, 종교시설 등)",1,2,1000000,0,0,0,0,부산광역시 남구 수영로266번길 77 센트럴지엠빌딩 (대연동),1,서비스
243,안마사,0,2,1600000,0,0,0,0,부산광역시 연제구 반송로 29 SKT 빌딩 14층 서비스탑 (연산동),1,서비스
244,아파트·빌라 경비원,1,2,2414030,0,0,0,0,서울특별시 구로구 디지털로 242 210호 (구로동),1,서비스
245,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9160,0,0,0,0,서울특별시 구로구 디지털로26길 5 (구로동),1,서비스
246,병원행정 사무원(원무),0,0,17033,0,0,0,0,서울특별시 동작구 보라매로5길 20 (신대방동),3,의료
247,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,서울특별시 마포구 월드컵로 202 2층,1,서비스
248,사회복지사(사회복지시설),1,2,2194000,0,1,0,0,서울특별시 송파구 백제고분로37길 4 5층 송파구방이복지관 (석촌동),1,의료
249,안마사,0,0,9160,0,0,0,0,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),4,서비스
250,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,960000,0,0,0,0,서울특별시 영등포구 여의대로 70 신한금융투자 본사 (여의도동),1,서비스
251,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,0,9620,0,0,0,0,서울특별시 용산구 청파로 363  (서계동),1,서비스
252,사무 보조원(일반사업체),0,2,2150000,0,1,0,0,서울특별시 종로구 세종대로 163 현대해상빌딩,4,경영/사무
253,환경 미화원,0,2,1231400,0,0,0,0,서울특별시 중구 을지로5길 26 센터원빌딩 동관 27층 인사팀,1,서비스
254,기타 보건·의료 서비스 종사원,0,0,9160,0,0,0,0,인천광역시 계양구 경명대로972번길 9 서송병원 (계산동),1,서비스
255,기타 전기·전자 설비 조작원,1,3,32000000,0,1,0,0,충청남도 천안시 서북구 3공단1로 20 741 (백석동),1,생산/제조
256,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9160,0,0,0,0,충청북도 청주시 청원구 오창읍 과학산업3로 112 오창공장,4,서비스
257,하역·적재 종사원,1,2,1914440,0,0,0,0,충청북도 청주시 청원구 오창읍 양청송대길 74 1층,1,
258,정보시스템 운영자,1,3,27000000,0,1,0,0,경기도 과천시 별양상가1로 13 교보생명빌딩 5층 (별양동),1,
259,주차 관리·안내원,0,0,9160,0,0,0,0,경기도 수원시 팔달구 권광로 211 동수원메디뷰 803호 (인계동),1,서비스
260,사무 보조원(공공기관),0,2,538720,0,0,0,0,경기도 안산시 단원구 화랑로 387 안산시청 총무과 (고잔동),3,경영/사무
261,주입·포장·상표부착기 등 기타 기계 조작원,1,0,9160,0,0,0,0,경기도 안성시 양성면 범티길 39-57 .,1,생산/제조
262,사무 보조원(공공기관),0,2,2020000,0,1,0,0,경상남도 함양군 함양읍 함양로 1143-1 (운림리),3,경영/사무
263,환경 미화원,0,0,9620,0,0,0,0,경상북도 구미시 봉곡로14길 23-7 경북장애인부모회 구미시지부,1,서비스
264,사서,0,0,9620,0,0,0,0,경상북도 군위군 군위읍 군청로 175 삼국유사군위도서관,3,서비스
265,기타 보건·의료 서비스 종사원,0,2,1200000,0,0,0,0,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),0,서비스
266,사무 보조원(공공기관),1,0,9620,0,0,0,0,광주광역시 동구 제봉로 42 (학동),3,경영/사무
267,주방 보조원(일반 음식점),0,2,961800,0,0,0,0,대전광역시 유성구 계룡로 126 (봉명동),4,서비스
268,사무 보조원(공공기관),0,2,1145290,0,0,0,0,부산광역시 기장군 정관면 산단4로 2-69 (달산리),1,경영/사무
269,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",1,2,2200000,0,0,0,0,서울특별시 강남구 남부순환로 2748 (도곡동),1,서비스
270,총무 및 일반 사무원,0,2,2060000,0,0,0,0,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,4,경영/사무
271,데스크 안내원,0,0,12030,0,0,0,0,서울특별시 강동구 양재대로116길 57 (길동),3,서비스
272,사업체 구내식당 급식 조리사,0,2,2000000,0,0,0,0,"서울특별시 구로구 디지털로31길 38-21 , 905호",1,서비스
273,오토바이·자전거 및 기타 운송장비 정비원,1,1,9160,0,0,0,0,서울특별시 동작구 상도로 369,1,
274,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,1160000,0,0,0,0,서울특별시 마포구 월드컵북로 445 (상암동),3,서비스
275,환경 미화원,0,2,1000000,0,0,0,0,서울특별시 성동구 동일로 261 건국빌딩 (송정동),4,서비스
276,안마사,1,2,1800000,0,0,0,0,서울특별시 종로구 종로3길 17 10층 (청진동),4,서비스
277,사무 보조원(일반사업체),0,2,800000,0,0,0,0,서울특별시 중구 퇴계로 190 (필동1가),1,경영/사무
278,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,1730000,0,0,0,0,인천광역시 계양구 오조산로57번길 15 505호 (계산동),1,서비스
279,식품 분야 단순 종사원,1,0,9620,0,0,0,0,인천광역시 남동구 소래로 624 2층 (만수동),1,생산/제조
280,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,2,1820000,0,0,0,0,인천광역시 미추홀구 주승로 201 101호 (관교동),1,서비스
281,사무 보조원(일반사업체),0,0,9160,0,0,0,0,인천광역시 부평구 동수로 56  (부평동),1,경영/사무
282,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,전라남도 강진군 강진읍 고성길 17 (사)전남지체장애인협회 강진군지회,2,서비스
283,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 강진군 강진읍 고성길 17 전남지체장애인협회 강진군지회,3,경영/사무
284,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,전라남도 강진군 강진읍 중앙로 152 (동성리),2,서비스
285,복지시설 보조원,0,0,9620,0,0,0,0,전라남도 강진군 강진읍 탐진로 37-7 강진군장애인종합복지관,1,의료
286,사무 보조원(공공기관),0,1,65100,0,0,0,0,"전라남도 목포시 영산로 109 (명륜동,한국은행 빌딩)",3,경영/사무
287,안마사,0,0,9620,0,0,0,0,전라남도 목포시 영산로 361 (용해동),1,서비스
288,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,0,9620,0,0,0,0,전라남도 목포시 영산로692번길 12-7 (석현동),2,서비스
289,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 목포시 용당로 335 (용해동) 용해동행정복지센터,3,경영/사무
290,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 무안군 무안읍 무안로 489 (성남리 206-1),3,경영/사무
291,사무 보조원(공공기관),0,0,9620,0,0,0,0,"전라남도 신안군 압해읍 천사로 1004 (신장리), 신안군청",0,경영/사무
292,환경 미화원,0,2,538720,0,0,0,0,전라남도 영광군 영광읍 물무로2길 41 (백학리),2,서비스
293,환경 미화원,0,2,538720,0,0,0,0,전라남도 영광군 영광읍 옥당로 50 장애인복지타운(가동),1,서비스
294,사무 보조원(공공기관),0,2,2010580,0,0,0,0,"전라남도 영광군 영광읍 중앙로 203 (무령리), 영광군청 행정지원과",3,경영/사무
295,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 영암군 영암읍 군청로 1 (동무리),3,경영/사무
296,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 완도군 완도읍 청해진남로 51 (군내리),3,경영/사무
297,안마사,0,2,1260220,0,0,0,0,전라남도 장흥군 장흥읍 장흥대로 3352-1 장흥읍,2,서비스
298,사무 보조원(공공기관),0,2,2010580,0,0,0,0,전라남도 장흥군 장흥읍 장흥로 21 (건산리),3,경영/사무
299,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,전라남도 진도군 진도읍 교동2길 4 전국산업재해협회,2,서비스
300,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 진도군 진도읍 철마길 25 25,1,경영/사무
301,안마사,0,2,1260220,0,0,0,0,전라남도 함평군 함평읍 내바람길 58 함평지회,2,서비스
302,사무 보조원(공공기관),0,2,2010580,0,0,0,0,전라남도 함평군 함평읍 중앙길 200 (함평리),3,경영/사무
303,단체 급식 보조원,0,2,538720,0,0,0,0,"전라남도 함평군 함평읍 한나리길 10-25 (진양리, 함평영화학교)",3,서비스
304,사무 보조원(공공기관),0,0,9620,0,0,0,0,전라남도 해남군 해남읍 군청길 4 (성내리),3,경영/사무
305,환경 미화원,0,0,9160,0,0,0,0,제주특별자치도 제주시 문연로 5 제주특별자치도교육청 (연동),3,서비스
306,직업 운동선수,1,0,9160,0,0,0,0,제주특별자치도 제주시 서광로29길 26 1층(이도일동),1,전문/특수직
307,사무 보조원(일반사업체),1,0,9620,0,1,0,0,충청북도 청주시 상당구 상당로26번길 15-2 (서운동),2,경영/사무
308,환경 미화원,0,2,1000000,0,0,0,0,충청북도 청주시 서원구 사직대로 259 4층 (사직동),1,서비스
309,세탁 기계 조작원,1,0,9160,0,0,0,0,경기도 부천시 원미구 옥산로252번길 56 (도당동),1,생산/제조
310,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,2,1600000,0,0,0,0,경기도 성남시 분당구 성남대로916번길 11 글라스타워 802호 (야탑동),1,서비스
311,사업체 구내식당 급식 조리사,1,2,1749290,0,0,0,한식조리기능사,경기도 안양시 동안구 관평로212번길 32 안양소방서 (관양동),1,서비스
312,사무 보조원(공공기관),1,0,9620,0,0,0,0,"경기도 양주시 옥정로6길 18 (옥정동, 한길프라자 2) 3층",3,경영/사무
313,세차원 및 운송장비 청소원,1,0,9160,0,0,0,0,경기도 평택시 진위면 진위2산단로 140 1030호,1,서비스
314,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,0,9620,0,0,0,0,경상남도 거제시 두모길 16 대우병원 (두모동),4,서비스
315,환경 미화원,0,0,9620,0,0,0,0,경상북도 봉화군 봉화읍 거촌로 28-11 내성리 285,2,서비스
316,기타 보건·의료 서비스 종사원,1,0,9160,0,0,0,0,광주광역시 광산구 수완로 6 수완센트럴병원 (신가동),1,서비스
317,섬유·의복 분야 단순 종사원,1,0,9620,0,0,0,0,광주광역시 북구 서림로81번길 1 (임동) 2층,2,생산/제조
318,세탁원(다림질원),1,0,9620,0,0,0,0,대구광역시 동구 경안로 722-1 (동호동),0,서비스
319,사무 보조원(일반사업체),0,2,1011600,0,0,0,0,"대전광역시 서구 갈마로 160 ktcs,",1,경영/사무
320,안마사,0,2,1746000,0,0,0,0,대전광역시 중구 계룡로 910 (문화동),1,서비스
